,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,19509.5,597.4284971952438,225,133,1.6917293233082706,1.5338681155334581,18.294718432608086,33.57499313354492,34.50251007080078,31.026004791259766,76.421076277866,76.50729645354551,74.06023315888845,11.136191912406032,0.9968459129877871,0.8990690258915908,2.487641337933201
0,29234.0,776.9848434925079,275,172,1.5988372093023255,1.617979065471711,20.650798625472977,41.34143829345703,43.12490463256836,37.96212387084961,80.30181545861146,80.89483807856541,77.72880139919327,14.094940835468758,0.9971884918275484,0.8650894447832589,3.311887408181442
0,88439.5,1391.359512925148,338,409,0.8264058679706602,1.563125074203269,21.889328797735235,121.98718643188477,129.63207244873047,113.00690460205078,100.23951738606742,98.62068751640858,100.17464104163106,23.348223119322547,0.9967044062677174,0.6659575755111492,7.225496260355666
0,100413.5,1479.5605245828629,382,369,1.0352303523035231,1.4037753887674467,21.800846956872494,104.80928039550781,107.99181747436523,90.72663116455078,95.05766110080147,94.52920265588021,92.53020486944237,29.92324015898639,0.9961140905210905,0.6362924940163399,7.175003826069212
0,40844.0,964.2396768331528,342,202,1.693069306930693,1.6914112231906768,22.76364103367209,62.81587600708008,65.56524658203125,59.796348571777344,96.55252586405749,96.84339678763556,94.57998251287543,23.67064010120667,0.9961193215467267,0.81677757801551,4.394667606355844
0,55546.0,1097.1269793510437,318,267,1.1910112359550562,1.528570914197242,21.670104216684287,70.95146560668945,72.95623779296875,67.8465690612793,95.65324855253041,94.61285878749763,94.76448105145037,39.4660636368951,0.9958812327929343,0.745801654772503,5.6495640468688055
0,49399.5,1001.5950140953064,226,333,0.6786786786786787,1.5234567151489387,20.30774749259764,68.42466735839844,71.69897842407227,65.45505905151367,98.09849958936682,97.95141500930711,96.89812229078582,33.7522215103642,0.9961804580652446,0.7740485353999315,5.162800469515245
0,21626.0,632.0142805576324,149,218,0.6834862385321101,1.5019883473596596,18.47045458377794,32.513450622558594,33.081600189208984,29.454742431640625,73.1039800855389,73.38406361556696,69.53456801313999,8.18714055965673,0.9969304668954082,0.9054699447901903,2.43854456794635
0,16879.5,671.9137743711472,223,145,1.5379310344827586,1.9156373115317398,26.74653397255137,47.38526916503906,47.42818069458008,44.666343688964844,88.93205087671835,87.91745497296537,86.07161255877891,12.267526667922871,0.995844538135962,0.8942853016889594,3.001073114013276
0,74621.5,1310.5310870409012,291,421,0.6912114014251781,1.641765442935347,23.016044036914376,90.57589340209961,94.64545440673828,84.84327697753906,101.21560864947315,99.74682141401865,100.54279390254034,48.177134908840145,0.9958925304024397,0.6761049060601207,6.856653530948477
0,44515.5,1017.5117543935776,190,381,0.49868766404199477,1.6261751524749806,23.257745511767723,63.53223419189453,66.03274154663086,58.52973937988281,95.45756805657027,95.30810640767015,93.3336311048711,26.36234067641294,0.9962372537470016,0.7953304613489509,4.621430376672688
0,12354.0,511.84775960445404,111,185,0.6,1.6622146673142302,21.20674510378007,29.97271728515625,31.034164428710938,29.21552276611328,75.00784181604308,75.63569462145783,73.75304505853326,12.087134700752955,0.9952209551636078,0.9245594702346138,2.141986956654021
0,12358.5,589.4041076898575,193,127,1.5196850393700787,1.9833313104341141,28.109981159661537,29.259197235107422,29.158634185791016,27.96977996826172,74.29680140672352,73.41899732101407,72.26146341999849,11.731853883711958,0.994758226464319,0.9247024428609651,2.044742428557134
0,34782.5,898.4823167324066,320,200,1.6,1.8400057500179687,23.20909864100719,68.85334396362305,69.48796463012695,63.319801330566406,98.37505089122186,97.7787745440137,94.40671427365918,14.637915905874335,0.9962664167251345,0.8390922001487675,4.193088588156954
0,56546.0,1055.6122617721558,271,311,0.8713826366559485,1.4904856223251866,19.70638501757377,81.71477508544922,87.51122283935547,81.55752182006836,103.47158776833554,103.91875539655472,103.78381547804376,35.49019537173977,0.9961612015146085,0.738691677584445,5.791847795818242
0,66598.0,1250.06305205822,280,387,0.7235142118863049,1.6270758881648097,23.46403246525589,144.7150993347168,147.4957389831543,133.4424285888672,102.53268739843332,99.94424034496829,102.77977484878386,22.82617866663108,0.9959022943497546,0.6902948655421253,7.140716091243522
0,42933.0,923.126978635788,217,287,0.7560975609756098,1.4506090885798804,19.848680937396374,54.205074310302734,56.56268310546875,51.00204849243164,88.86378346867649,89.10454471165956,87.49119802399572,24.636806506400525,0.9965760912975574,0.8087080012539926,4.337178102623554
0,80550.0,1469.3178864717484,512,311,1.6463022508038585,1.9768094351334575,26.801924910065864,98.75357055664062,100.70048904418945,90.59837341308594,99.6019105019077,97.2972988027625,99.05225659950565,51.622310904909135,0.9956376148180415,0.6501021448571143,7.273558052981277
0,31805.5,833.2274827957153,287,183,1.5683060109289617,1.6513181682413418,21.82855286306092,55.1126708984375,56.02065658569336,52.51597595214844,94.16954873183276,93.44179675874432,92.24472074403461,24.285004305953944,0.9960527472953795,0.8343188527368615,3.882903154347234
0,56926.0,1283.778782248497,204,486,0.41975308641975306,1.7416294838913677,28.951409931339526,74.02936935424805,76.80501937866211,69.01292037963867,99.40448403031358,98.47770827803006,97.78822046260844,41.56948181732258,0.9956561027387918,0.7406316525505828,5.478048337987029
0,39336.5,980.5411909818649,369,180,2.05,1.6885081285828683,24.441956636003052,71.11404037475586,72.87127685546875,68.08955001831055,102.8043881589831,101.92028409432866,101.0769843902521,34.222832723951484,0.9951576721625727,0.800770944089271,4.641246721289349
0,53533.5,1108.64883852005,314,322,0.9751552795031055,1.8886865233918948,22.959497270902446,79.75671005249023,81.05937957763672,74.98006820678711,102.8360327727979,101.2897829937537,100.9941995835368,34.8278074089694,0.9961722474952277,0.7516395048720527,5.463967033405037
0,78126.5,1362.2224311828613,375,346,1.083815028901734,1.6607681132522256,23.751863350050822,102.78573989868164,105.08180236816406,91.52155303955078,101.0159267039812,100.37262795862871,98.23297243812027,26.581157280024144,0.9958806399870349,0.7024398055769199,6.213008568388528
0,13446.0,505.8721457719803,180,130,1.3846153846153846,1.7402945113788488,19.032175209575165,32.93010330200195,33.56135177612305,32.580562591552734,79.09042920018223,78.84126678268203,78.38688539368088,12.50120218227972,0.9954967905457122,0.9179751069611097,2.1813754391548894
0,48528.5,1087.1097342967987,280,324,0.8641975308641975,1.8694169405607015,24.352856041354176,83.6993637084961,86.29284286499023,81.26245880126953,105.78017636819177,104.65055136522653,105.20924832246138,37.46913614686175,0.9954797750572959,0.7502023591403392,5.542015199124363
0,27202.0,750.3574261665344,169,265,0.6377358490566037,1.6463862951253585,20.69834082064797,45.201045989990234,46.00731658935547,40.712581634521484,87.1728199900517,87.26798812612942,82.79161305781915,11.837016815839206,0.9962007059092847,0.8728811155587155,2.91000876129568
0,27556.0,799.0437175035477,284,166,1.7108433734939759,1.7108433734939759,23.169939849103255,48.76517105102539,50.03483200073242,47.24606704711914,89.50687618937658,89.23696472864522,88.59560369354946,20.64067656927368,0.9959131829194314,0.859914915240362,3.4365350392970613
0,38490.5,961.0264737606049,306,227,1.3480176211453745,1.8046530962185474,23.994800879924725,70.67734909057617,71.91107177734375,66.80380249023438,101.36279748109568,100.36500978276764,99.11896128343597,28.21587080468681,0.9957095075936474,0.8067994580565794,4.650268534418776
0,33535.5,849.7960262298584,289,209,1.3827751196172249,1.8011062903490331,21.533994906772172,55.59914016723633,56.6987419128418,52.005897521972656,91.52901251939235,91.08975190527619,89.05277408180245,17.377294329664217,0.9968018084997788,0.846487080277761,3.923898820358384
0,32258.5,788.0802968740463,178,298,0.5973154362416108,1.6443418013856812,19.252927269435496,62.864139556884766,65.37583541870117,59.79142379760742,99.04059763191759,100.25571268537394,97.22436045568946,14.026384529346547,0.9963851034263314,0.847852002243811,3.6794553658821014
0,67482.0,1234.2051852941513,416,292,1.4246575342465753,1.8000652025725379,22.572870386280346,104.10541152954102,107.78081130981445,98.0775146484375,104.68637429000638,103.9471843680735,103.10011283251075,24.44141086127815,0.9962861441584695,0.719176434161332,6.224522069873013
0,23613.5,713.487368106842,246,164,1.5,1.7085141973870879,21.55818597192404,45.94733810424805,47.238460540771484,42.902793884277344,87.33249124704061,87.88592280375346,84.01997576191675,9.614738488693938,0.9962858645867156,0.8881004535631114,2.97839081716418
0,48507.5,1046.6488399505615,341,267,1.2771535580524345,1.876967479255785,22.583596230889167,69.68619918823242,71.06522369384766,66.1963882446289,97.82620475589539,96.88648193842836,96.23890014732629,28.833126542627742,0.9964364690422862,0.7776369632409019,5.025706861762667
0,30422.0,848.1564152240753,289,195,1.4820512820512821,1.8524423114851094,23.64635147872441,55.00035858154297,57.26166534423828,53.5482063293457,94.91403633493566,95.18008987783578,93.83432378827656,25.935972350491962,0.995472938916613,0.8376888635766726,3.8117416707356573
0,90157.5,1348.0214210748672,386,344,1.122093023255814,1.4728003771178215,20.155414154969964,90.04190444946289,93.67115783691406,83.21974563598633,96.41565573497613,94.67009630037721,95.82412162620294,58.27340224784435,0.9954619499211503,0.6149708045898646,7.554572031847158
0,31270.0,814.7005722522736,225,240,0.9375,1.726894787336105,21.226000077652124,41.42253112792969,44.06263732910156,44.358402252197266,83.09519983656425,84.66264048201126,87.09329417400774,25.14417844421265,0.9956347414855586,0.8495453648892957,3.4610417452361006
0,51352.0,1145.0924886465073,425,237,1.7932489451476794,1.9614620657423274,25.534288977150865,97.86539459228516,101.72535705566406,94.8921127319336,108.94858031682512,108.17656923264626,108.71936387145239,33.93320351357404,0.9960133371091279,0.7466788170572578,5.944262671710935
0,48502.0,994.5828211307526,247,318,0.7767295597484277,1.6194383736753124,20.394931922155923,68.7132682800293,72.45384216308594,66.42797470092773,99.6180853041046,99.67301137245335,98.43174241614568,33.52978681488897,0.9959510353879711,0.7766986313690245,5.022798386039782
0,213.5,60.87005698680878,16,22,0.7272727272727273,1.648711943793911,17.354397365701864,91.19032287597656,93.11783599853516,86.80300903320312,103.84231450512125,102.1399000459119,103.02345829807753,40.08585462975917,0.9957612563005538,0.7221945624397884,6.113041178606916
0,48226.0,1021.0092282295227,342,249,1.3734939759036144,1.7658109733338863,21.616137438930153,79.27747344970703,82.57788467407227,75.60751724243164,101.53851672084576,101.93665088982604,99.47932260687075,18.033206259023594,0.9964500695128883,0.7908426947070679,4.950401542768303
0,31958.0,761.6711338758469,194,248,0.782258064516129,1.5054759371675324,18.153292326795114,44.7453498840332,47.96792221069336,43.934669494628906,86.08087019394324,87.85955681918679,86.19858283694079,20.958163208459865,0.9962258927649194,0.8520107061679866,3.4483667197481225
0,47873.5,1014.3401814699173,275,291,0.9450171821305842,1.6715928436400096,21.491764833246467,93.23875427246094,95.16674423217773,86.78774642944336,107.73363947468472,107.00742083410307,104.83308624293386,16.37298756042457,0.9965620809612565,0.7888305477130874,5.12096283241116
0,44058.0,1173.4945089817047,338,294,1.1496598639455782,2.255481410867493,31.25628404853176,88.73808670043945,89.70429229736328,81.43418884277344,106.28658291921874,105.36939245995208,102.72006362387796,18.646738847992165,0.9960436194626596,0.787302019294489,5.055919079969658
0,18907.0,604.700572013855,134,225,0.5955555555555555,1.594647485058444,19.340074141528714,31.008602142333984,32.050628662109375,28.996719360351562,75.45988307008011,76.05522373114634,73.47174071834485,17.347007780127555,0.9950514261550203,0.9001489021277236,2.354841054187759
0,60418.0,1097.1858546733856,273,322,0.8478260869565217,1.4549637525240822,19.924803861355354,79.1603889465332,80.73258590698242,70.6883430480957,97.98746023812085,97.61003638953713,94.60291577696044,21.99956517853552,0.9965664735124035,0.7611817214974104,5.1813442213090415
0,70569.5,1215.8792848587036,338,315,1.073015873015873,1.5087254408774329,20.94902805530027,71.49762344360352,75.20449829101562,68.12908172607422,95.72151920886057,95.8287967775769,95.50030174272717,48.47787509116342,0.9957802409597079,0.699593058539537,6.088848133673465
0,62068.0,1158.0386655330658,324,296,1.0945945945945945,1.5451440355738868,21.606198860437,68.27230072021484,73.49613571166992,66.78152084350586,96.23250709461301,96.94285571820728,96.29137813446074,44.37561467627195,0.9957093516429363,0.7323170584354034,5.5456334197742905
0,49494.5,1101.9970358610153,294,286,1.027972027972028,1.6988554283809312,24.536008385708794,65.57022857666016,69.26485824584961,64.15463256835938,96.4823885069554,96.8411873487727,96.03118814680197,34.9156632530393,0.9957312671014777,0.7697971166838369,5.117453374238428
0,42008.0,1013.4945092201233,224,343,0.6530612244897959,1.8289849552466197,24.45179775803034,73.20372772216797,75.29702377319336,70.81603622436523,103.1585245600779,102.9926850737619,102.67005916894556,32.25865507364162,0.9956128151321448,0.7931119060806168,4.8181951446444335
0,54416.0,1074.8082172870636,303,290,1.0448275862068965,1.6147824169361953,21.229283739117093,81.74250030517578,82.99086380004883,74.34071731567383,99.71850173246202,99.31203367185104,96.49582776061183,17.93974153744815,0.9968597966598927,0.7680050023800518,5.257184941405612
0,70980.0,1218.7249566316605,313,341,0.9178885630498533,1.5037052690898844,20.925479288769267,83.22787094116211,85.76010513305664,77.19036483764648,96.99935325189328,95.96130733231327,95.35111484893031,36.26302122477462,0.9963379469386423,0.6923504199228564,6.476086787584361
0,78323.0,1441.2590091228485,420,341,1.2316715542521994,1.8285816426847796,26.521296826957283,114.21500778198242,117.04703521728516,109.27604675292969,98.87705921129304,95.92088582680103,99.47627102164289,46.97248769338495,0.9957273081717649,0.6387762378346229,7.903046685659897
0,58242.0,1161.719905257225,265,393,0.6743002544529262,1.7881425775213764,23.172163357557363,78.99882507324219,83.7352409362793,77.13669967651367,100.1761554549158,100.31864381598201,100.2785349423642,29.58575299277561,0.9964336463304029,0.75061214431507,5.682537407155111
0,36879.5,945.5117555856705,355,183,1.9398907103825136,1.761547743326238,24.24090565085472,59.37370681762695,62.754676818847656,58.380096435546875,95.88904025709152,96.5224712726511,95.91046698496163,26.713841135461383,0.995978380723448,0.8172460026439831,4.230389035049833
0,32986.5,819.6295046806335,264,202,1.306930693069307,1.6166613614660543,20.365680655511213,41.607730865478516,44.78150177001953,41.45784378051758,83.59577190650906,85.26223279736664,84.04582408880721,25.92955943885928,0.9958946521168743,0.8454079941168519,3.4101147384496553
0,62263.5,1075.6538900136948,321,284,1.130281690140845,1.4641643980823436,18.582818041092995,65.42970657348633,68.16974258422852,62.24005889892578,91.02251920104868,90.83218000345443,90.07550270716334,41.97813797515686,0.9958683926223335,0.7348990455012034,5.730076809664277
0,22932.5,716.1736612319946,254,150,1.6933333333333334,1.6613975798539191,22.365843804314395,56.67861557006836,58.12159729003906,55.8737907409668,98.24854913631654,97.84017722337535,96.78600954844933,24.24037453840844,0.9944387662337406,0.8636548012517605,3.4571311466428254
0,62004.0,1173.1513628959656,357,293,1.2184300341296928,1.687004064253919,22.19669892691861,79.88455963134766,85.25445175170898,79.2230453491211,100.33787997113966,100.28042404019727,100.3724613184746,45.08208849267915,0.9954218951514977,0.7208406540504686,6.094126391046512
0,10014.0,434.04877030849457,127,126,1.007936507936508,1.59796285200719,18.813494608180175,20.4525146484375,21.38827896118164,19.608558654785156,63.482706400452514,64.30456820366024,62.02650010341956,9.237452222221691,0.9950787654086666,0.9398445029601159,1.5570708669430608
0,75959.5,1345.1341172456741,392,354,1.1073446327683616,1.8268682653256012,23.820401574237575,98.06948852539062,100.7489013671875,91.40368270874023,100.66649285310555,98.474184084175,100.54086008447888,48.69929357761821,0.995675095829751,0.6523341415040099,7.226834559670964
0,61307.0,1126.0386675596237,293,318,0.9213836477987422,1.5197938245224851,20.682190954368224,78.44034194946289,80.3587875366211,71.67268371582031,97.92590674355219,97.69653424188412,94.65824108637464,21.56285347522676,0.9966462591800005,0.7605296049241925,5.213947717299052
0,97007.0,1540.2539594173431,438,422,1.037914691943128,1.9053882709495191,24.4557842166112,149.56368255615234,153.4656219482422,142.06263732910156,96.70811042272511,91.67888303251463,99.25339968251798,64.6101763002712,0.994744000992109,0.5489903707490493,9.14974488734114
0,73390.0,1301.778778910637,383,326,1.1748466257668713,1.701294454285325,23.0907206597911,88.37751770019531,94.40475463867188,81.31475830078125,100.76654767505642,100.28782526051819,100.68121364986347,38.56387926583244,0.9962092875835966,0.692650956763325,6.48063462524847
0,31207.0,800.6416971683502,234,225,1.04,1.6871214791553177,20.541132670382165,48.52129364013672,50.09181213378906,46.98683166503906,88.42446587991788,88.38656692164645,87.13948353645006,25.19201779224837,0.9957013318241499,0.8454733697737591,3.761486941188587
0,46733.5,1004.624452829361,196,375,0.5226666666666666,1.5727476007574865,21.596291551514287,63.13203048706055,65.76757049560547,60.060523986816406,95.16210717612208,95.04473000736263,93.96466268134367,32.480549378179795,0.995892304306897,0.7830012225045309,4.7720615691839114
0,41186.5,916.6244515180588,210,325,0.6461538461538462,1.6570963786677673,20.399897663573793,52.09008026123047,56.36788558959961,53.116119384765625,90.20554292071118,92.13156250480343,91.47794254041595,28.825930667379772,0.9959189457489339,0.8135125571775738,4.055400247289626
0,30681.0,786.2985508441925,290,163,1.7791411042944785,1.5406929369968385,20.15141002769392,66.35014343261719,67.6796875,63.10004425048828,101.14633174462861,100.94050375422513,98.53488285547054,14.987413031967218,0.995984883501952,0.8408039830916286,3.841728504045333
0,14546.0,509.78888618946075,180,122,1.4754098360655739,1.5096933864980062,17.866403718018077,32.179786682128906,33.261085510253906,31.43877410888672,75.1966235339665,75.68327779131394,73.97877897501357,10.620913809175153,0.9962562324546146,0.9187119108574672,2.3107332287677345
0,62778.5,1203.7615373134613,278,398,0.6984924623115578,1.762450520480738,23.081816843589248,98.90243148803711,104.07035827636719,94.10436248779297,105.71141317692597,105.62263961614012,104.13459282751103,21.90387519549126,0.9965012214974535,0.7325147666581268,5.8640025187448135
0,43855.5,1039.6194033622742,387,213,1.8169014084507042,1.8796046105961624,24.644765282514868,71.20552825927734,72.88607788085938,67.34737777709961,98.06747022372615,97.07243564213718,96.79767385748865,28.208582397205223,0.9965323210789632,0.7783719811622771,5.222451577162514
0,42829.5,946.9087228775024,325,223,1.4573991031390134,1.6921747860703487,20.93501277067215,59.4238395690918,60.4762077331543,54.70621109008789,90.77590853041812,90.78905312193288,87.56330610574526,16.202207864271973,0.9966884748453569,0.8229679499252193,4.180295605655419
0,53980.0,1053.6366444826126,269,338,0.7958579881656804,1.6843645794738793,20.565953660551678,71.51628494262695,74.66937255859375,65.13381958007812,97.04584816684188,97.87448638076575,93.77080241228929,17.803491443651836,0.9968705493640841,0.7809982554069259,4.84175383780527
0,31000.5,755.0853470563889,272,166,1.6385542168674698,1.4564926372155287,18.39176404700786,44.80026626586914,45.47564697265625,41.81450271606445,83.60495021942495,82.97949440057748,80.91996208264447,18.237484138399914,0.9967379399303918,0.854389277948921,3.5496013654975305
0,29551.5,815.0264724493027,173,299,0.5785953177257525,1.7504018408541022,22.478322616217582,42.16814422607422,43.68328857421875,40.832672119140625,83.75465800387401,83.81182668418211,82.63382433354823,23.893990253201586,0.9960760039641139,0.8524138434648041,3.4172425958771626
0,44292.5,1018.1980443000793,261,280,0.9321428571428572,1.6499407348873962,23.406383866715725,73.12434387207031,76.98948287963867,70.32515716552734,96.50669902589874,97.34969744455135,100.60566236083744,19.68018166969886,0.9968790573056068,0.8163292856884339,4.618869464639726
0,86248.0,1697.7098002433777,382,423,0.9030732860520094,1.8735043131434932,33.417801755894736,124.72825622558594,132.19025802612305,116.6064224243164,93.68034713263184,90.48260688944158,103.91671846178902,36.51965983846449,0.9959949982642504,0.6946080385414978,7.10903423676076
0,22772.5,763.4873696565628,260,175,1.4857142857142858,1.9980239323745745,25.59723190800733,59.45698547363281,61.40879821777344,57.12868881225586,94.20762080100977,94.97599974280126,96.42572858806487,13.231492023663119,0.9961436777705361,0.8798412107130118,3.415204742452042
0,82581.5,1472.5310868024826,359,392,0.9158163265306123,1.7041104847938098,26.257064858348425,97.6296157836914,104.56612396240234,90.14365768432617,93.54284848749465,92.52956268116579,99.47997732305754,30.549477372768514,0.9969556676789114,0.6918032220202407,6.889551399002096
0,37813.0,945.0437179803848,252,260,0.9692307692307692,1.7327374183481872,23.619062991410075,76.42295455932617,80.41498565673828,74.11362838745117,98.536900030896,99.22222360604032,102.71915506227867,19.949359590327617,0.9963930537085945,0.83106276224974,4.357668089887559
0,47478.0,1250.3473218679428,374,299,1.2508361204013378,2.3553224651417497,32.928270468476704,99.24682998657227,102.58722305297852,92.05299758911133,102.69080680153768,102.24096855522833,107.09746363553603,22.56764067756782,0.9965702430525815,0.773973408452944,5.625314674042441
0,24605.0,794.2152910232544,268,180,1.488888888888889,1.9605771184718552,25.63616860374528,53.45377731323242,55.77069091796875,50.60780715942383,89.15690766945391,90.4748070098948,91.04246643636188,13.062937742314624,0.9962473094509114,0.8770632777190297,3.2888565980218836
0,99818.0,1849.283394575119,477,457,1.0437636761487965,2.1838646336332124,34.26084547327412,143.08525466918945,150.23059463500977,135.0482521057129,85.30951731053725,79.48854154590161,98.44075195093338,35.93046833188086,0.9961854189883439,0.6261466209255878,8.005595740170126
0,34198.5,906.3990565538406,273,237,1.1518987341772151,1.8919250844335278,24.02325393574842,62.203651428222656,64.01311111450195,59.566829681396484,92.29239914254529,92.62993057733289,94.42446038293325,16.118255929034095,0.9970193005664977,0.8516294907568849,4.074248551048653
0,40066.0,1071.8965303897858,255,322,0.7919254658385093,2.049368541905855,28.67673767937056,82.06826782226562,85.17825317382812,81.0281753540039,99.78067608588498,99.72995846573149,104.04582118079068,18.414719178919924,0.9969164150475407,0.8207678778962737,4.839047321227386
0,73303.5,1650.5554711818695,442,365,1.210958904109589,2.2008498912057406,37.16511985714738,112.6961669921875,118.93606567382812,108.51173400878906,96.895515844967,95.0993730602737,104.58234515723699,31.131459162789945,0.9963247062651761,0.7207254839574306,6.6042881793707
0,47104.0,1173.3767589330673,280,322,0.8695652173913043,1.9140625,29.229216593161294,89.84798049926758,94.07120895385742,86.9339370727539,100.52286130732632,100.53193737346346,105.45570148453059,22.044593127892576,0.996489824840398,0.7996784000814339,5.070391103467602
0,57596.0,1291.6366448402405,367,319,1.1504702194357366,2.0326585179526355,28.965991080876336,114.58740234375,117.53385162353516,113.00207901000977,101.56410503234268,100.21408685126467,108.30492041985487,25.923680111573034,0.9965829380542615,0.7521902181920987,6.345747376795449
0,41131.5,1112.447824716568,315,260,1.2115384615384615,1.9911746471682288,30.087406554991286,81.24458312988281,83.738037109375,76.84067153930664,98.2082459211545,98.44532618792357,102.00691828599192,17.914590822328293,0.9966335357651934,0.8172869947708259,4.858164671804811
0,40309.5,1035.653891801834,296,259,1.1428571428571428,1.9018841712251455,26.60859062018346,72.6207389831543,76.06752395629883,68.38917541503906,97.06742305987953,97.7647842145924,100.08308602654797,20.038960958383512,0.9965547191795963,0.8268583107890868,4.442958680655009
0,24872.0,790.9015828371048,261,186,1.403225806451613,1.9518333869411386,25.149779419999906,57.10316467285156,59.019798278808594,54.77054214477539,92.27058011570986,93.07328405459778,94.50255453866392,12.925341723760248,0.9964335177296768,0.8763422698048899,3.4428652421272075
0,52609.0,1189.5188937187195,300,297,1.0101010101010102,1.6936265657967269,26.895687021494542,67.46956253051758,72.15302276611328,60.86372375488281,91.31508134412772,92.62828874903474,93.47124230028741,23.38107839762265,0.9968209179762303,0.7980747913792267,4.790796772339657
0,39532.5,1017.6538890600204,310,256,1.2109375,2.0074622146335295,26.196659404767836,77.90958786010742,81.78152847290039,74.6647834777832,99.14325025886174,99.64709627592431,102.62095152454683,19.73401592242557,0.9967250491477259,0.8371704915991275,4.50468301270411
0,7523.0,377.220342874527,122,102,1.196078431372549,1.6541273428153662,18.914686571630426,25.952953338623047,26.89734649658203,25.040939331054688,69.9037656250966,71.10869132770482,70.67714530026248,5.854920957830613,0.9944899104994749,0.9520583734167795,1.540724020686453
0,900.0,211.62236416339874,81,52,1.5576923076923077,4.68,49.760027793451286,68.16482543945312,69.32157516479492,67.97325134277344,98.0982681351437,98.12502236404028,101.57463780456938,15.977860931958984,0.9957271055515705,0.8711904800108601,3.776580488461913
0,44456.5,1331.477264046669,405,298,1.3590604026845639,2.714788613588564,39.87789647572803,111.00951385498047,112.22377014160156,111.38581085205078,102.87292853405408,102.62820395452242,106.33223455285575,17.45260228375925,0.9955096466292123,0.7904766270051715,5.533538834216213
0,57132.5,1249.1097337007523,305,357,0.8543417366946778,1.9058329322189647,27.309764614290717,88.90470123291016,91.68477630615234,82.36713409423828,98.52283916385682,98.29511345013886,102.40106041404842,25.154020175871526,0.9967724110859807,0.774039000782638,5.585751622390848
0,44434.0,1017.754393696785,264,288,0.9166666666666666,1.7111221136967187,23.311518339314723,84.76753234863281,87.79266738891602,82.37199783325195,100.09145120670941,100.02295761302442,104.00499623268502,20.361005283170922,0.996938364600397,0.8074391545829747,5.026262052223434
0,36583.5,1011.7127645015717,250,291,0.8591065292096219,1.9886014186723522,27.978807873916182,84.34056091308594,86.19770050048828,84.36028289794922,100.41375987541355,100.18238628040035,105.36544888149332,19.67319987294563,0.9964181143710072,0.8341970555897986,4.620850751559724
0,5.0,24.627416610717773,10,9,1.1111111111111112,18.0,121.30192978357154,103.43365097045898,107.0225601196289,101.76445770263672,101.49096677057759,100.86693828336732,107.35402310592883,23.212265880957723,0.9964275475138596,0.7822167606304045,5.806784657115009
